Time,Height,Suction
2019-07-23 11:15:00,100.0,2703.26
2019-07-23 11:30:00,100.0,2696.63
2019-07-23 11:45:00,100.0,2684.91
2019-07-23 12:00:00,100.0,2684.91
2019-07-23 12:15:00,100.0,2680.85
2019-07-23 12:30:00,100.0,2677.08
2019-07-23 12:45:00,100.0,2677.08
2019-07-23 13:00:00,100.0,2662.63
2019-07-23 13:15:00,100.0,2658.78
2019-07-23 13:30:00,100.0,2644.2
2019-07-23 13:45:00,100.0,2634.42
2019-07-23 14:00:00,100.0,2633.87
2019-07-23 14:15:00,100.0,2612.3
2019-07-23 14:30:00,100.0,2601.52
2019-07-23 14:45:00,100.0,2600.9
2019-07-23 15:00:00,100.0,2577.13
2019-07-23 15:15:00,100.0,2562.44
2019-07-23 15:30:00,100.0,2560.63
2019-07-23 15:45:00,100.0,2550.09
2019-07-23 16:00:00,100.0,2544.62
2019-07-23 16:15:00,100.0,2540.5
2019-07-23 16:30:00,100.0,2534.78
2019-07-23 16:45:00,100.0,2527.97
2019-07-23 17:00:00,100.0,2527.97
2019-07-23 17:15:00,100.0,2519.65
2019-07-23 17:30:00,100.0,2517.08
2019-07-23 17:45:00,100.0,2517.08
2019-07-23 18:00:00,100.0,2512.96
2019-07-23 18:15:00,100.0,2511.29
2019-07-23 18:30:00,100.0,2511.29
2019-07-23 18:45:00,100.0,2511.29
2019-07-23 19:00:00,100.0,2508.07
2019-07-23 19:15:00,100.0,2506.32
2019-07-23 19:30:00,100.0,2507.11
2019-07-23 19:45:00,100.0,2506.32
2019-07-23 20:00:00,100.0,2501.98
2019-07-23 20:15:00,100.0,2500.73
2019-07-23 20:30:00,100.0,2499.93
2019-07-23 20:45:00,100.0,2491.77
2019-07-23 21:00:00,100.0,2489.75
2019-07-23 21:15:00,100.0,2489.75
2019-07-23 21:30:00,100.0,2489.75
2019-07-23 21:45:00,100.0,2490.99
2019-07-23 22:00:00,100.0,2497.33
2019-07-23 22:15:00,100.0,2497.33
2019-07-23 22:30:00,100.0,2497.33
2019-07-23 22:45:00,100.0,2499.39
2019-07-23 23:00:00,100.0,2497.33
2019-07-23 23:15:00,100.0,2499.39
2019-07-23 23:30:00,100.0,2499.39
2019-07-23 23:45:00,100.0,2499.39
2019-07-24 00:00:00,100.0,2499.65
2019-07-24 00:15:00,100.0,2499.65
2019-07-24 00:30:00,100.0,2499.65
2019-07-24 00:45:00,100.0,2502.73
2019-07-24 01:00:00,100.0,2504.55
2019-07-24 01:15:00,100.0,2505.3
2019-07-24 01:30:00,100.0,2507.28
2019-07-24 01:45:00,100.0,2507.28
2019-07-24 02:00:00,100.0,2507.28
2019-07-24 02:15:00,100.0,2513.36
2019-07-24 02:30:00,100.0,2516.35
2019-07-24 02:45:00,100.0,2513.36
2019-07-24 03:00:00,100.0,2517.46
2019-07-24 03:15:00,100.0,2519.41
2019-07-24 03:30:00,100.0,2517.46
2019-07-24 03:45:00,100.0,2516.48
2019-07-24 04:00:00,100.0,2517.46
2019-07-24 04:15:00,100.0,2516.48
2019-07-24 04:30:00,100.0,2516.48
2019-07-24 04:45:00,100.0,2520.76
2019-07-24 05:00:00,100.0,2521.49
2019-07-24 05:15:00,100.0,2529.02
2019-07-24 05:30:00,100.0,2535.98
2019-07-24 05:45:00,100.0,2539.77
2019-07-24 06:00:00,100.0,2540.69
2019-07-24 06:15:00,100.0,2546.02
2019-07-24 06:30:00,100.0,2549.16
2019-07-24 06:45:00,100.0,2549.16
2019-07-24 07:00:00,100.0,2549.16
2019-07-24 07:15:00,100.0,2549.99
2019-07-24 07:30:00,100.0,2549.99
2019-07-24 07:45:00,100.0,2544.83
2019-07-24 08:00:00,100.0,2543.99
2019-07-24 08:15:00,100.0,2539.18
2019-07-24 08:30:00,100.0,2539.18
2019-07-24 08:45:00,100.0,2543.99
2019-07-24 09:00:00,100.0,2546.16
2019-07-24 09:15:00,100.0,2546.16
2019-07-24 09:30:00,100.0,2546.16
2019-07-24 09:45:00,100.0,2541.03
2019-07-24 10:00:00,100.0,2541.03
2019-07-24 10:15:00,100.0,2539.85
2019-07-24 10:30:00,100.0,2539.85
2019-07-24 10:45:00,100.0,2534.19
2019-07-24 11:00:00,100.0,2536.29
2019-07-24 11:15:00,100.0,2534.19
2019-07-24 11:30:00,100.0,2529.19
2019-07-24 11:45:00,100.0,2528.33
2019-07-24 12:00:00,100.0,2528.33
2019-07-24 12:15:00,100.0,2528.33
2019-07-24 12:30:00,100.0,2529.11
2019-07-24 12:45:00,100.0,2529.11
2019-07-24 13:00:00,100.0,2529.11
2019-07-24 13:15:00,100.0,2528.95
2019-07-24 13:30:00,100.0,2518.68
2019-07-24 13:45:00,100.0,2518.3
2019-07-24 14:00:00,100.0,2514.93
