Time,Height,SoilTemp,Suction,ThermalConductivity,VWC
2019-07-18 00:00:00,40.0,16.16,,,
2019-07-18 00:00:00,70.0,16.88,,,
2019-07-18 00:00:00,100.0,17.24,3629.2,,8.02
2019-07-18 00:00:00,150.0,17.39,,,
2019-07-18 00:00:00,250.0,17.58,176.86,0.66,3.24
2019-07-18 00:00:00,350.0,17.53,201.24,0.71,2.8
2019-07-18 00:00:00,450.0,17.65,18.3,,6.7
2019-07-18 00:00:00,550.0,17.59,,1.14,11.5
2019-07-18 00:00:00,650.0,17.52,12.35,,13.39
2019-07-18 00:00:00,750.0,17.53,12.29,1.27,15.7
2019-07-18 00:00:00,800.0,17.3,,,
2019-07-18 00:00:00,850.0,17.34,,,
2019-07-18 00:00:00,900.0,17.33,,,
2019-07-18 00:15:00,40.0,16.16,,,
2019-07-18 00:15:00,70.0,16.86,,,
2019-07-18 00:15:00,100.0,17.21,3639.18,,8.01
2019-07-18 00:15:00,150.0,17.37,,,
2019-07-18 00:15:00,250.0,17.58,177.13,0.66,3.25
2019-07-18 00:15:00,350.0,17.57,201.82,0.71,2.8
2019-07-18 00:15:00,450.0,17.65,18.3,,6.71
2019-07-18 00:15:00,550.0,17.59,,1.14,11.5
2019-07-18 00:15:00,650.0,17.52,12.35,,13.39
2019-07-18 00:15:00,750.0,17.53,12.29,1.27,15.7
2019-07-18 00:15:00,800.0,17.3,,,
2019-07-18 00:15:00,850.0,17.35,,,
2019-07-18 00:15:00,900.0,17.33,,,
2019-07-18 00:30:00,40.0,16.15,,,
2019-07-18 00:30:00,70.0,16.83,,,
2019-07-18 00:30:00,100.0,17.19,3639.18,,8.01
2019-07-18 00:30:00,150.0,17.35,,,
2019-07-18 00:30:00,250.0,17.58,177.62,0.66,3.25
2019-07-18 00:30:00,350.0,17.57,201.82,0.71,2.8
2019-07-18 00:30:00,450.0,17.65,18.3,,6.71
2019-07-18 00:30:00,550.0,17.59,,1.14,11.5
2019-07-18 00:30:00,650.0,17.52,12.35,,13.39
2019-07-18 00:30:00,750.0,17.53,12.29,1.27,15.7
2019-07-18 00:30:00,800.0,17.31,,,
2019-07-18 00:30:00,850.0,17.35,,,
2019-07-18 00:30:00,900.0,17.34,,,
2019-07-18 00:45:00,40.0,16.12,,,
2019-07-18 00:45:00,70.0,16.88,,,
2019-07-18 00:45:00,100.0,17.22,3639.18,,8.0
2019-07-18 00:45:00,150.0,17.39,,,
2019-07-18 00:45:00,250.0,17.61,178.25,0.66,3.25
2019-07-18 00:45:00,350.0,17.57,202.17,0.71,2.8
2019-07-18 00:45:00,450.0,17.65,18.3,,6.72
2019-07-18 00:45:00,550.0,17.63,,1.14,11.5
2019-07-18 00:45:00,650.0,17.52,12.35,,13.39
2019-07-18 00:45:00,750.0,17.53,12.27,1.27,15.7
2019-07-18 00:45:00,800.0,17.32,,,
2019-07-18 00:45:00,850.0,17.36,,,
2019-07-18 00:45:00,900.0,17.34,,,
2019-07-18 01:00:00,40.0,16.1,,,
2019-07-18 01:00:00,70.0,16.91,,,
2019-07-18 01:00:00,100.0,17.21,3666.12,,8.0
2019-07-18 01:00:00,150.0,17.42,,,
2019-07-18 01:00:00,250.0,17.62,179.14,0.66,3.25
2019-07-18 01:00:00,350.0,17.57,202.17,0.71,2.8
2019-07-18 01:00:00,450.0,17.65,18.3,,6.74
2019-07-18 01:00:00,550.0,17.66,,1.14,11.5
2019-07-18 01:00:00,650.0,17.52,12.35,,13.39
2019-07-18 01:00:00,750.0,17.57,12.26,1.27,15.7
2019-07-18 01:00:00,800.0,17.32,,,
2019-07-18 01:00:00,850.0,17.36,,,
2019-07-18 01:00:00,900.0,17.34,,,
2019-07-18 01:15:00,40.0,16.1,,,
2019-07-18 01:15:00,70.0,16.9,,,
2019-07-18 01:15:00,100.0,17.19,3666.12,,8.0
2019-07-18 01:15:00,150.0,17.42,,,
2019-07-18 01:15:00,250.0,17.63,180.45,0.66,3.25
2019-07-18 01:15:00,350.0,17.57,202.17,0.71,2.8
2019-07-18 01:15:00,450.0,17.65,18.3,,6.74
2019-07-18 01:15:00,550.0,17.67,,1.14,11.5
2019-07-18 01:15:00,650.0,17.52,12.35,,13.39
2019-07-18 01:15:00,750.0,17.57,12.24,1.27,15.7
2019-07-18 01:15:00,800.0,17.33,,,
2019-07-18 01:15:00,850.0,17.37,,,
2019-07-18 01:15:00,900.0,17.35,,,
2019-07-18 01:30:00,40.0,16.11,,,
2019-07-18 01:30:00,70.0,16.88,,,
2019-07-18 01:30:00,100.0,17.18,3674.1,,8.0
2019-07-18 01:30:00,150.0,17.39,,,
2019-07-18 01:30:00,250.0,17.62,181.01,0.66,3.25
2019-07-18 01:30:00,350.0,17.57,202.17,0.71,2.8
2019-07-18 01:30:00,450.0,17.65,18.28,,6.74
2019-07-18 01:30:00,550.0,17.66,,1.14,11.5
2019-07-18 01:30:00,650.0,17.52,12.35,,13.39
2019-07-18 01:30:00,750.0,17.6,12.22,1.27,15.7
2019-07-18 01:30:00,800.0,17.33,,,
2019-07-18 01:30:00,850.0,17.37,,,
2019-07-18 01:30:00,900.0,17.36,,,
2019-07-18 01:45:00,40.0,16.09,,,
2019-07-18 01:45:00,70.0,16.84,,,
2019-07-18 01:45:00,100.0,17.16,3674.1,,8.0
2019-07-18 01:45:00,150.0,17.35,,,
2019-07-18 01:45:00,250.0,17.61,181.61,0.66,3.25
2019-07-18 01:45:00,350.0,17.57,202.36,0.71,2.8
2019-07-18 01:45:00,450.0,17.65,18.27,,6.75
2019-07-18 01:45:00,550.0,17.65,,1.14,11.5
2019-07-18 01:45:00,650.0,17.52,12.35,,13.38
2019-07-18 01:45:00,750.0,17.6,12.22,1.27,15.7
2019-07-18 01:45:00,800.0,17.34,,,
2019-07-18 01:45:00,850.0,17.38,,,
2019-07-18 01:45:00,900.0,17.36,,,
2019-07-18 02:00:00,40.0,16.1,,,
2019-07-18 02:00:00,70.0,17.09,,,
2019-07-18 02:00:00,100.0,17.27,3687.41,,8.0
2019-07-18 02:00:00,150.0,17.6,,,
2019-07-18 02:00:00,250.0,17.71,182.43,0.66,3.25
2019-07-18 02:00:00,350.0,17.57,203.21,0.71,2.8
2019-07-18 02:00:00,450.0,17.65,18.26,,6.75
2019-07-18 02:00:00,550.0,17.67,,1.14,11.5
2019-07-18 02:00:00,650.0,17.52,12.35,,13.38
2019-07-18 02:00:00,750.0,17.6,12.23,1.27,15.7
2019-07-18 02:00:00,800.0,17.34,,,
2019-07-18 02:00:00,850.0,17.38,,,
2019-07-18 02:00:00,900.0,17.36,,,
2019-07-18 02:15:00,40.0,16.08,,,
2019-07-18 02:15:00,70.0,16.85,,,
2019-07-18 02:15:00,100.0,17.15,3688.59,,8.0
2019-07-18 02:15:00,150.0,17.36,,,
2019-07-18 02:15:00,250.0,17.61,182.86,0.66,3.25
2019-07-18 02:15:00,350.0,17.57,202.36,0.71,2.8
2019-07-18 02:15:00,450.0,17.68,18.26,,6.75
2019-07-18 02:15:00,550.0,17.67,,1.14,11.5
2019-07-18 02:15:00,650.0,17.55,12.35,,13.38
2019-07-18 02:15:00,750.0,17.6,12.23,1.27,15.7
2019-07-18 02:15:00,800.0,17.34,,,
2019-07-18 02:15:00,850.0,17.39,,,
2019-07-18 02:15:00,900.0,17.37,,,
2019-07-18 02:30:00,40.0,16.04,,,
2019-07-18 02:30:00,70.0,16.8,,,
2019-07-18 02:30:00,100.0,17.1,3688.59,,7.99
2019-07-18 02:30:00,150.0,17.31,,,
2019-07-18 02:30:00,250.0,17.59,183.45,0.66,3.25
2019-07-18 02:30:00,350.0,17.57,203.21,0.71,2.8
2019-07-18 02:30:00,450.0,17.68,18.25,,6.75
2019-07-18 02:30:00,550.0,17.67,,1.14,11.5
2019-07-18 02:30:00,650.0,17.55,12.35,,13.38
2019-07-18 02:30:00,750.0,17.6,12.26,1.27,15.7
2019-07-18 02:30:00,800.0,17.35,,,
2019-07-18 02:30:00,850.0,17.39,,,
2019-07-18 02:30:00,900.0,17.37,,,
2019-07-18 02:45:00,40.0,16.0,,,
2019-07-18 02:45:00,70.0,16.74,,,
2019-07-18 02:45:00,100.0,17.07,3688.59,,7.98
2019-07-18 02:45:00,150.0,17.25,,,
2019-07-18 02:45:00,250.0,17.55,184.6,0.66,3.25
2019-07-18 02:45:00,350.0,17.57,204.55,0.71,2.8
2019-07-18 02:45:00,450.0,17.68,18.25,,6.75
2019-07-18 02:45:00,550.0,17.66,,1.14,11.5
2019-07-18 02:45:00,650.0,17.58,12.35,,13.38
2019-07-18 02:45:00,750.0,17.6,12.26,1.27,15.7
2019-07-18 02:45:00,800.0,17.36,,,
2019-07-18 02:45:00,850.0,17.39,,,
2019-07-18 02:45:00,900.0,17.38,,,
2019-07-18 03:00:00,40.0,15.92,,,
2019-07-18 03:00:00,70.0,16.7,,,
2019-07-18 03:00:00,100.0,17.04,3688.59,,7.98
2019-07-18 03:00:00,150.0,17.23,,,
2019-07-18 03:00:00,250.0,17.54,185.59,0.66,3.25
2019-07-18 03:00:00,350.0,17.57,205.35,0.71,2.8
2019-07-18 03:00:00,450.0,17.68,18.25,,6.76
2019-07-18 03:00:00,550.0,17.68,,1.14,11.5
2019-07-18 03:00:00,650.0,17.58,12.35,,13.38
2019-07-18 03:00:00,750.0,17.6,12.3,1.27,15.7
2019-07-18 03:00:00,800.0,17.36,,,
2019-07-18 03:00:00,850.0,17.4,,,
2019-07-18 03:00:00,900.0,17.38,,,
2019-07-18 03:15:00,40.0,15.83,,,
2019-07-18 03:15:00,70.0,16.64,,,
2019-07-18 03:15:00,100.0,17.02,3706.76,,7.98
2019-07-18 03:15:00,150.0,17.21,,,
2019-07-18 03:15:00,250.0,17.54,186.82,0.66,3.25
2019-07-18 03:15:00,350.0,17.57,204.55,0.7091666666666666,2.8
2019-07-18 03:15:00,450.0,17.7,18.25,,6.76
2019-07-18 03:15:00,550.0,17.68,,1.14,11.5
2019-07-18 03:15:00,650.0,17.58,12.35,,13.38
2019-07-18 03:15:00,750.0,17.6,12.3,1.27,15.7
2019-07-18 03:15:00,800.0,17.37,,,
2019-07-18 03:15:00,850.0,17.41,,,
2019-07-18 03:15:00,900.0,17.38,,,
2019-07-18 03:30:00,40.0,15.73,,,
2019-07-18 03:30:00,70.0,16.57,,,
2019-07-18 03:30:00,100.0,17.0,3706.76,,7.98
2019-07-18 03:30:00,150.0,17.18,,,
2019-07-18 03:30:00,250.0,17.53,187.3,0.66,3.24
2019-07-18 03:30:00,350.0,17.57,205.74,0.7083333333333333,2.8
2019-07-18 03:30:00,450.0,17.7,18.25,,6.77
2019-07-18 03:30:00,550.0,17.68,,1.14,11.5
2019-07-18 03:30:00,650.0,17.6,12.35,,13.38
2019-07-18 03:30:00,750.0,17.6,12.28,1.27,15.7
2019-07-18 03:30:00,800.0,17.37,,,
2019-07-18 03:30:00,850.0,17.41,,,
2019-07-18 03:30:00,900.0,17.39,,,
2019-07-18 03:45:00,40.0,15.62,,,
2019-07-18 03:45:00,70.0,16.49,,,
2019-07-18 03:45:00,100.0,16.94,3729.42,,7.97
2019-07-18 03:45:00,150.0,17.15,,,
2019-07-18 03:45:00,250.0,17.52,187.78,0.66,3.25
2019-07-18 03:45:00,350.0,17.57,206.19,0.7075,2.8
2019-07-18 03:45:00,450.0,17.73,18.25,,6.78
2019-07-18 03:45:00,550.0,17.68,,1.14,11.5
2019-07-18 03:45:00,650.0,17.6,12.35,,13.38
2019-07-18 03:45:00,750.0,17.63,12.28,1.27,15.7
2019-07-18 03:45:00,800.0,17.37,,,
2019-07-18 03:45:00,850.0,17.42,,,
2019-07-18 03:45:00,900.0,17.39,,,
2019-07-18 04:00:00,40.0,15.49,,,
2019-07-18 04:00:00,70.0,16.4,,,
2019-07-18 04:00:00,100.0,16.92,3734.62,,7.96
2019-07-18 04:00:00,150.0,17.12,,,
2019-07-18 04:00:00,250.0,17.51,188.22,0.66,3.24
2019-07-18 04:00:00,350.0,17.57,207.18,0.7066666666666667,2.81
2019-07-18 04:00:00,450.0,17.73,18.25,,6.78
2019-07-18 04:00:00,550.0,17.68,,1.14,11.51
2019-07-18 04:00:00,650.0,17.62,12.35,,13.37
2019-07-18 04:00:00,750.0,17.63,12.26,1.27,15.7
2019-07-18 04:00:00,800.0,17.38,,,
2019-07-18 04:00:00,850.0,17.42,,,
2019-07-18 04:00:00,900.0,17.4,,,
2019-07-18 04:15:00,40.0,15.38,,,
2019-07-18 04:15:00,70.0,16.31,,,
2019-07-18 04:15:00,100.0,16.89,3734.62,,7.96
2019-07-18 04:15:00,150.0,17.09,,,
2019-07-18 04:15:00,250.0,17.49,188.69,0.66,3.24
2019-07-18 04:15:00,350.0,17.57,207.18,0.7058333333333333,2.81
2019-07-18 04:15:00,450.0,17.73,18.25,,6.78
2019-07-18 04:15:00,550.0,17.68,,1.14,11.51
2019-07-18 04:15:00,650.0,17.62,12.35,,13.38
2019-07-18 04:15:00,750.0,17.63,12.26,1.27,15.7
2019-07-18 04:15:00,800.0,17.39,,,
2019-07-18 04:15:00,850.0,17.43,,,
2019-07-18 04:15:00,900.0,17.4,,,
2019-07-18 04:30:00,40.0,15.26,,,
2019-07-18 04:30:00,70.0,16.22,,,
2019-07-18 04:30:00,100.0,16.85,3734.62,,7.95
2019-07-18 04:30:00,150.0,17.05,,,
2019-07-18 04:30:00,250.0,17.48,189.81,0.66,3.24
2019-07-18 04:30:00,350.0,17.57,207.18,0.705,2.81
2019-07-18 04:30:00,450.0,17.73,18.25,,6.78
2019-07-18 04:30:00,550.0,17.68,,1.14,11.5
2019-07-18 04:30:00,650.0,17.62,12.35,,13.38
2019-07-18 04:30:00,750.0,17.63,12.24,1.27,15.69
2019-07-18 04:30:00,800.0,17.39,,,
2019-07-18 04:30:00,850.0,17.43,,,
2019-07-18 04:30:00,900.0,17.41,,,
2019-07-18 04:45:00,40.0,15.16,,,
2019-07-18 04:45:00,70.0,16.12,,,
2019-07-18 04:45:00,100.0,16.8,3744.22,,7.95
2019-07-18 04:45:00,150.0,17.01,,,
2019-07-18 04:45:00,250.0,17.48,190.57,0.66,3.24
2019-07-18 04:45:00,350.0,17.57,207.18,0.7041666666666666,2.8
2019-07-18 04:45:00,450.0,17.73,18.25,,6.79
2019-07-18 04:45:00,550.0,17.68,,1.14,11.5
2019-07-18 04:45:00,650.0,17.62,12.35,,13.37
2019-07-18 04:45:00,750.0,17.63,12.22,1.27,15.69
2019-07-18 04:45:00,800.0,17.39,,,
2019-07-18 04:45:00,850.0,17.44,,,
2019-07-18 04:45:00,900.0,17.41,,,
2019-07-18 05:00:00,40.0,15.09,,,
2019-07-18 05:00:00,70.0,16.34,,,
2019-07-18 05:00:00,100.0,16.92,3744.49,,7.94
2019-07-18 05:00:00,150.0,17.27,,,
2019-07-18 05:00:00,250.0,17.61,192.09,0.66,3.24
2019-07-18 05:00:00,350.0,17.57,207.83,0.7033333333333333,2.8
2019-07-18 05:00:00,450.0,17.73,18.25,,6.79
2019-07-18 05:00:00,550.0,17.69,,1.14,11.5
2019-07-18 05:00:00,650.0,17.62,12.35,,13.37
2019-07-18 05:00:00,750.0,17.63,12.22,1.27,15.69
2019-07-18 05:00:00,800.0,17.4,,,
2019-07-18 05:00:00,850.0,17.44,,,
2019-07-18 05:00:00,900.0,17.41,,,
2019-07-18 05:15:00,40.0,14.99,,,
2019-07-18 05:15:00,70.0,16.05,,,
2019-07-18 05:15:00,100.0,16.75,3758.08,,7.94
2019-07-18 05:15:00,150.0,17.02,,,
2019-07-18 05:15:00,250.0,17.51,192.87,0.66,3.24
2019-07-18 05:15:00,350.0,17.57,206.46,0.7024999999999999,2.8
2019-07-18 05:15:00,450.0,17.75,18.25,,6.8
2019-07-18 05:15:00,550.0,17.7,,1.14,11.5
2019-07-18 05:15:00,650.0,17.62,12.35,,13.37
2019-07-18 05:15:00,750.0,17.63,12.23,1.27,15.69
2019-07-18 05:15:00,800.0,17.41,,,
2019-07-18 05:15:00,850.0,17.45,,,
2019-07-18 05:15:00,900.0,17.42,,,
2019-07-18 05:30:00,40.0,14.86,,,
2019-07-18 05:30:00,70.0,15.95,,,
2019-07-18 05:30:00,100.0,16.69,3794.12,,7.94
2019-07-18 05:30:00,150.0,16.97,,,
2019-07-18 05:30:00,250.0,17.5,193.62,0.66,3.24
2019-07-18 05:30:00,350.0,17.57,207.83,0.7016666666666667,2.8
2019-07-18 05:30:00,450.0,17.75,18.24,,6.8
2019-07-18 05:30:00,550.0,17.71,,1.14,11.5
2019-07-18 05:30:00,650.0,17.62,12.35,,13.37
2019-07-18 05:30:00,750.0,17.63,12.23,1.27,15.69
2019-07-18 05:30:00,800.0,17.41,,,
2019-07-18 05:30:00,850.0,17.45,,,
2019-07-18 05:30:00,900.0,17.42,,,
2019-07-18 05:45:00,40.0,14.76,,,
2019-07-18 05:45:00,70.0,15.87,,,
2019-07-18 05:45:00,100.0,16.66,3798.04,,7.92
2019-07-18 05:45:00,150.0,16.93,,,
2019-07-18 05:45:00,250.0,17.48,194.0,0.66,3.24
2019-07-18 05:45:00,350.0,17.57,208.59,0.7008333333333333,2.8
2019-07-18 05:45:00,450.0,17.75,18.22,,6.8
2019-07-18 05:45:00,550.0,17.72,,1.14,11.49
2019-07-18 05:45:00,650.0,17.62,12.35,,13.36
2019-07-18 05:45:00,750.0,17.63,12.27,1.27,15.68
2019-07-18 05:45:00,800.0,17.42,,,
2019-07-18 05:45:00,850.0,17.46,,,
2019-07-18 05:45:00,900.0,17.42,,,
2019-07-18 06:00:00,40.0,14.7,,,
2019-07-18 06:00:00,70.0,15.81,,,
2019-07-18 06:00:00,100.0,16.62,3814.19,,7.91
2019-07-18 06:00:00,150.0,16.9,,,
2019-07-18 06:00:00,250.0,17.49,194.78,0.66,3.24
2019-07-18 06:00:00,350.0,17.57,209.25,0.7,2.8
2019-07-18 06:00:00,450.0,17.75,18.22,,6.8
2019-07-18 06:00:00,550.0,17.73,,1.14,11.49
2019-07-18 06:00:00,650.0,17.62,12.35,,13.36
2019-07-18 06:00:00,750.0,17.63,12.28,1.27,15.68
2019-07-18 06:00:00,800.0,17.42,,,
2019-07-18 06:00:00,850.0,17.46,,,
2019-07-18 06:00:00,900.0,17.43,,,
2019-07-18 06:15:00,40.0,14.67,,,
2019-07-18 06:15:00,70.0,15.75,,,
2019-07-18 06:15:00,100.0,16.55,3823.53,,7.91
2019-07-18 06:15:00,150.0,16.87,,,
2019-07-18 06:15:00,250.0,17.48,195.89,0.66,3.25
2019-07-18 06:15:00,350.0,17.53,208.59,0.7,2.8
2019-07-18 06:15:00,450.0,17.75,18.2,,6.8
2019-07-18 06:15:00,550.0,17.73,,1.14,11.48
2019-07-18 06:15:00,650.0,17.62,12.35,,13.36
2019-07-18 06:15:00,750.0,17.63,12.28,1.27,15.69
2019-07-18 06:15:00,800.0,17.43,,,
2019-07-18 06:15:00,850.0,17.47,,,
2019-07-18 06:15:00,900.0,17.43,,,
2019-07-18 06:30:00,40.0,14.64,,,
2019-07-18 06:30:00,70.0,15.71,,,
2019-07-18 06:30:00,100.0,16.53,3827.5,,7.91
2019-07-18 06:30:00,150.0,16.84,,,
2019-07-18 06:30:00,250.0,17.48,196.97,0.66,3.25
2019-07-18 06:30:00,350.0,17.53,209.25,0.7,2.8
2019-07-18 06:30:00,450.0,17.75,18.2,,6.8
2019-07-18 06:30:00,550.0,17.74,,1.14,11.48
2019-07-18 06:30:00,650.0,17.62,12.35,,13.36
2019-07-18 06:30:00,750.0,17.63,12.28,1.27,15.69
2019-07-18 06:30:00,800.0,17.43,,,
2019-07-18 06:30:00,850.0,17.47,,,
2019-07-18 06:30:00,900.0,17.43,,,
2019-07-18 06:45:00,40.0,14.63,,,
2019-07-18 06:45:00,70.0,15.69,,,
2019-07-18 06:45:00,100.0,16.5,3839.98,,7.91
2019-07-18 06:45:00,150.0,16.82,,,
2019-07-18 06:45:00,250.0,17.48,198.57,0.66,3.24
2019-07-18 06:45:00,350.0,17.53,210.36,0.7,2.8
2019-07-18 06:45:00,450.0,17.75,18.2,,6.78
2019-07-18 06:45:00,550.0,17.76,,1.14,11.47
2019-07-18 06:45:00,650.0,17.62,12.35,,13.36
2019-07-18 06:45:00,750.0,17.63,12.28,1.27,15.69
2019-07-18 06:45:00,800.0,17.44,,,
2019-07-18 06:45:00,850.0,17.47,,,
2019-07-18 06:45:00,900.0,17.44,,,
2019-07-18 07:00:00,40.0,14.63,,,
2019-07-18 07:00:00,70.0,15.66,,,
2019-07-18 07:00:00,100.0,16.45,3861.39,,7.91
2019-07-18 07:00:00,150.0,16.78,,,
2019-07-18 07:00:00,250.0,17.45,199.17,0.66,3.24
2019-07-18 07:00:00,350.0,17.53,210.36,0.7,2.8
2019-07-18 07:00:00,450.0,17.75,18.2,,6.76
2019-07-18 07:00:00,550.0,17.76,,1.14,11.46
2019-07-18 07:00:00,650.0,17.62,12.35,,13.36
2019-07-18 07:00:00,750.0,17.63,12.28,1.27,15.69
2019-07-18 07:00:00,800.0,17.44,,,
2019-07-18 07:00:00,850.0,17.48,,,
2019-07-18 07:00:00,900.0,17.44,,,
2019-07-18 07:15:00,40.0,14.64,,,
2019-07-18 07:15:00,70.0,15.65,,,
2019-07-18 07:15:00,100.0,16.4,3875.55,,7.91
2019-07-18 07:15:00,150.0,16.75,,,
2019-07-18 07:15:00,250.0,17.44,200.04,0.66,3.24
2019-07-18 07:15:00,350.0,17.53,211.98,0.7,2.8
2019-07-18 07:15:00,450.0,17.75,18.2,,6.76
2019-07-18 07:15:00,550.0,17.76,,1.14,11.46
2019-07-18 07:15:00,650.0,17.62,12.35,,13.34
2019-07-18 07:15:00,750.0,17.63,12.22,1.27,15.68
2019-07-18 07:15:00,800.0,17.44,,,
2019-07-18 07:15:00,850.0,17.48,,,
2019-07-18 07:15:00,900.0,17.44,,,
2019-07-18 07:30:00,40.0,14.64,,,
2019-07-18 07:30:00,70.0,15.63,,,
2019-07-18 07:30:00,100.0,16.38,3877.49,,7.91
2019-07-18 07:30:00,150.0,16.71,,,
2019-07-18 07:30:00,250.0,17.42,200.93,0.66,3.24
2019-07-18 07:30:00,350.0,17.53,213.89,0.7,2.81
2019-07-18 07:30:00,450.0,17.75,18.2,,6.75
2019-07-18 07:30:00,550.0,17.76,,1.14,11.46
2019-07-18 07:30:00,650.0,17.62,12.35,,13.35
2019-07-18 07:30:00,750.0,17.67,12.22,1.27,15.65
2019-07-18 07:30:00,800.0,17.45,,,
2019-07-18 07:30:00,850.0,17.48,,,
2019-07-18 07:30:00,900.0,17.44,,,
2019-07-18 07:45:00,40.0,14.68,,,
2019-07-18 07:45:00,70.0,15.61,,,
2019-07-18 07:45:00,100.0,16.34,3875.55,,7.91
2019-07-18 07:45:00,150.0,16.66,,,
2019-07-18 07:45:00,250.0,17.41,201.67,0.66,3.25
2019-07-18 07:45:00,350.0,17.53,213.89,0.7,2.81
2019-07-18 07:45:00,450.0,17.73,18.21,,6.75
2019-07-18 07:45:00,550.0,17.75,,1.14,11.46
2019-07-18 07:45:00,650.0,17.62,12.35,,13.34
2019-07-18 07:45:00,750.0,17.67,12.21,1.27,15.64
2019-07-18 07:45:00,800.0,17.45,,,
2019-07-18 07:45:00,850.0,17.48,,,
2019-07-18 07:45:00,900.0,17.44,,,
2019-07-18 08:00:00,40.0,14.69,,,
2019-07-18 08:00:00,70.0,15.88,,,
2019-07-18 08:00:00,100.0,16.47,3877.49,,7.91
2019-07-18 08:00:00,150.0,16.9,,,
2019-07-18 08:00:00,250.0,17.51,203.06,0.66,3.25
2019-07-18 08:00:00,350.0,17.53,213.89,0.7,2.8
2019-07-18 08:00:00,450.0,17.73,18.26,,6.74
2019-07-18 08:00:00,550.0,17.74,,1.14,11.46
2019-07-18 08:00:00,650.0,17.62,12.35,,13.34
2019-07-18 08:00:00,750.0,17.67,12.21,1.27,15.63
2019-07-18 08:00:00,800.0,17.45,,,
2019-07-18 08:00:00,850.0,17.49,,,
2019-07-18 08:00:00,900.0,17.44,,,
2019-07-18 08:15:00,40.0,14.71,,,
2019-07-18 08:15:00,70.0,15.64,,,
2019-07-18 08:15:00,100.0,16.31,3896.69,,7.88
2019-07-18 08:15:00,150.0,16.63,,,
2019-07-18 08:15:00,250.0,17.39,204.93,0.66,3.25
2019-07-18 08:15:00,350.0,17.53,212.71,0.7,2.8
2019-07-18 08:15:00,450.0,17.73,18.3,,6.74
2019-07-18 08:15:00,550.0,17.73,,1.14,11.45
2019-07-18 08:15:00,650.0,17.62,12.35,,13.34
2019-07-18 08:15:00,750.0,17.67,12.28,1.27,15.62
2019-07-18 08:15:00,800.0,17.46,,,
2019-07-18 08:15:00,850.0,17.49,,,
2019-07-18 08:15:00,900.0,17.44,,,
2019-07-18 08:30:00,40.0,14.75,,,
2019-07-18 08:30:00,70.0,15.62,,,
2019-07-18 08:30:00,100.0,16.27,3901.35,,7.88
2019-07-18 08:30:00,150.0,16.57,,,
2019-07-18 08:30:00,250.0,17.37,205.81,0.66,3.25
2019-07-18 08:30:00,350.0,17.5,212.71,0.7,2.8
2019-07-18 08:30:00,450.0,17.73,18.3,,6.72
2019-07-18 08:30:00,550.0,17.75,,1.14,11.45
2019-07-18 08:30:00,650.0,17.65,12.35,,13.33
2019-07-18 08:30:00,750.0,17.67,12.3,1.27,15.62
2019-07-18 08:30:00,800.0,17.46,,,
2019-07-18 08:30:00,850.0,17.5,,,
2019-07-18 08:30:00,900.0,17.44,,,
2019-07-18 08:45:00,40.0,14.77,,,
2019-07-18 08:45:00,70.0,15.62,,,
2019-07-18 08:45:00,100.0,16.26,3927.29,,7.88
2019-07-18 08:45:00,150.0,16.53,,,
2019-07-18 08:45:00,250.0,17.34,206.73,0.66,3.24
2019-07-18 08:45:00,350.0,17.5,212.45,0.7,2.79
2019-07-18 08:45:00,450.0,17.73,18.3,,6.7
2019-07-18 08:45:00,550.0,17.75,,1.14,11.45
2019-07-18 08:45:00,650.0,17.65,12.35,,13.32
2019-07-18 08:45:00,750.0,17.67,12.28,1.27,15.62
2019-07-18 08:45:00,800.0,17.46,,,
2019-07-18 08:45:00,850.0,17.49,,,
2019-07-18 08:45:00,900.0,17.44,,,
2019-07-18 09:00:00,40.0,14.81,,,
2019-07-18 09:00:00,70.0,15.63,,,
2019-07-18 09:00:00,100.0,16.22,3929.08,,7.88
2019-07-18 09:00:00,150.0,16.51,,,
2019-07-18 09:00:00,250.0,17.32,208.51,0.66,3.24
2019-07-18 09:00:00,350.0,17.5,212.71,0.7,2.79
2019-07-18 09:00:00,450.0,17.73,18.3,,6.7
2019-07-18 09:00:00,550.0,17.75,,1.14,11.45
2019-07-18 09:00:00,650.0,17.65,12.35,,13.32
2019-07-18 09:00:00,750.0,17.67,12.3,1.27,15.62
2019-07-18 09:00:00,800.0,17.46,,,
2019-07-18 09:00:00,850.0,17.49,,,
2019-07-18 09:00:00,900.0,17.44,,,
2019-07-18 09:15:00,40.0,14.83,,,
2019-07-18 09:15:00,70.0,15.63,,,
2019-07-18 09:15:00,100.0,16.22,3939.87,,7.88
2019-07-18 09:15:00,150.0,16.49,,,
2019-07-18 09:15:00,250.0,17.29,211.5,0.6591666666666667,3.23
2019-07-18 09:15:00,350.0,17.5,212.92,0.6991666666666666,2.79
2019-07-18 09:15:00,450.0,17.73,18.3,,6.7
2019-07-18 09:15:00,550.0,17.75,,1.14,11.45
2019-07-18 09:15:00,650.0,17.65,12.35,,13.31
2019-07-18 09:15:00,750.0,17.67,12.3,1.27,15.61
2019-07-18 09:15:00,800.0,17.47,,,
2019-07-18 09:15:00,850.0,17.5,,,
2019-07-18 09:15:00,900.0,17.45,,,
2019-07-18 09:30:00,40.0,14.87,,,
2019-07-18 09:30:00,70.0,15.65,,,
2019-07-18 09:30:00,100.0,16.22,3939.87,,7.88
